# Configuration of a silica liquid

3000 atoms
2 atom types

2.4680164885327152e+00 3.7531983511463778e+01 xlo xhi
2.4680164885327152e+00 3.7531983511463778e+01 ylo yhi
2.4680164885327152e+00 3.7531983511463778e+01 zlo zhi

Masses

1 28.0855
2 15.9994

Atoms # charge

2938 2 -1.2000000000000000e+00 6.2813125114333497e+00 9.9352328221407618e+00 6.2495598509001073e+00 1 0 0
2777 2 -1.2000000000000000e+00 1.0003436166209134e+01 6.5915790433956607e+00 4.8610020213148086e+00 0 0 1
939 1 2.3999999999999999e+00 1.1038895358728945e+01 6.7395374241303081e+00 7.9571660270672435e+00 1 0 0
135 1 2.3999999999999999e+00 9.2304681291590835e+00 7.7997822164883743e+00 5.6807781121346927e+00 1 0 1
822 1 2.3999999999999999e+00 1.0559286684779822e+01 6.3093390503868241e+00 3.6192083395673564e+00 0 0 1
2855 2 -1.2000000000000000e+00 9.7908484389239572e+00 5.6732582379802707e+00 8.8868855211472706e+00 0 1 1
2028 2 -1.2000000000000000e+00 6.9805134394595267e+00 5.7476902874725511e+00 9.1158546075412783e+00 0 1 0
942 1 2.3999999999999999e+00 2.5637102489092496e+00 9.8118911053517213e+00 9.1929752417706396e+00 1 0 0
1742 2 -1.2000000000000000e+00 3.2930464252497043e+00 7.0181604766016701e+00 8.1613080343890196e+00 0 -1 1
1651 2 -1.2000000000000000e+00 3.5235166166242653e+00 5.6244606780274076e+00 6.1079033021484506e+00 0 1 0
200 1 2.3999999999999999e+00 8.4915196269957054e+00 5.1167955879421427e+00 9.6060039841020384e+00 0 1 0
1173 2 -1.2000000000000000e+00 4.8533505356273601e+00 7.6154877691683369e+00 5.9720526230521465e+00 1 0 0
2357 2 -1.2000000000000000e+00 1.0960256574355100e+01 4.8607621296032519e+00 3.2717598261741396e+00 0 1 1
1615 2 -1.2000000000000000e+00 3.5680132079752624e+00 8.7200392163571117e+00 9.7809387399474090e+00 1 1 1
960 1 2.3999999999999999e+00 3.5203572761599515e+00 7.1756847131217025e+00 9.6994506606143052e+00 1 1 0
2089 2 -1.2000000000000000e+00 7.5115827746198471e+00 7.6399900624407646e+00 5.2320908351209496e+00 1 1 0
206 1 2.3999999999999999e+00 3.5526335131265521e+00 6.8771754666435676e+00 6.6394729300535404e+00 1 0 0
96 1 2.3999999999999999e+00 6.1714245536873129e+00 8.4446240621504529e+00 5.2431450054933029e+00 1 1 1
2890 2 -1.2000000000000000e+00 1.0045041711830539e+01 7.6810874641450670e+00 7.1800858452605203e+00 0 0 0
196 1 2.3999999999999999e+00 4.0380810699271850e+00 4.9945517285742369e+00 4.6232647613941653e+00 0 0 1
2995 2 -1.2000000000000000e+00 8.5988643170587551e+00 3.5059245662296461e+00 9.6369302428463648e+00 1 0 0
1799 2 -1.2000000000000000e+00 5.7253607004455649e+00 9.5473250775946319e+00 3.8176031342459007e+00 1 1 0
453 1 2.3999999999999999e+00 6.2451416371871833e+00 6.2312690098954633e+00 1.0726266517306531e+01 1 1 0
1836 2 -1.2000000000000000e+00 4.7677899667399988e+00 6.2901610583738083e+00 1.0118556737099365e+01 1 1 1
2217 2 -1.2000000000000000e+00 8.2145503470208752e+00 5.5929379672080817e+00 1.0980204194532558e+01 2 0 0
2747 2 -1.2000000000000000e+00 5.6293362613397493e+00 4.6792543845071712e+00 3.9977775089563004e+00 0 1 0
1074 2 -1.2000000000000000e+00 9.5551320931401005e+00 8.8612734627541414e+00 4.5457417104291853e+00 0 1 0
2303 2 -1.2000000000000000e+00 1.1913162205114929e+01 9.6173814277201259e+00 1.0416037595783408e+01 1 0 1
1277 2 -1.2000000000000000e+00 1.2177756669770037e+01 6.7884825371393012e+00 9.0218607729993554e+00 0 1 0
1024 2 -1.2000000000000000e+00 1.2594101365005326e+01 1.9358233352122621e+01 1.5166927234204781e+01 0 0 1
2678 2 -1.2000000000000000e+00 9.4188430935144591e+00 1.0677284107250559e+01 1.0249112078635008e+01 0 1 1
1028 2 -1.2000000000000000e+00 6.4633048697735518e+00 6.4723237394037145e+00 2.5447420393819611e+00 0 0 0
1720 2 -1.2000000000000000e+00 6.3249899307065043e+00 7.6077982040775236e+00 1.1502294532837787e+01 1 0 1
543 1 2.3999999999999999e+00 6.8923645762862265e+00 4.9453676006258558e+00 2.8992778700504820e+00 1 0 1
2046 2 -1.2000000000000000e+00 2.9215641491805795e+00 1.6920890964398012e+01 1.3068820846931638e+01 0 0 0
167 1 2.3999999999999999e+00 2.4891526617257500e+00 1.1578185525382297e+01 1.9578133692092020e+01 1 1 -1
1784 2 -1.2000000000000000e+00 8.0260134324047439e+00 3.9813059525819599e+00 3.5204156245778835e+00 0 0 1
2147 2 -1.2000000000000000e+00 1.2482815949688851e+01 1.8649909214369572e+01 2.5866112090542832e+00 0 0 0
1414 2 -1.2000000000000000e+00 3.6907146331024561e+00 3.6223850185095543e+00 4.5521998033130933e+00 0 1 1
1330 2 -1.2000000000000000e+00 4.4182045215610213e+00 3.7670807656699283e+00 9.7498398408770619e+00 0 1 0
2059 2 -1.2000000000000000e+00 3.1181808792498371e+00 5.4795754215705168e+00 3.2312939369101983e+00 0 0 1
2456 2 -1.2000000000000000e+00 1.1489663931891346e+01 5.6120185191257494e+00 6.9553823631748912e+00 1 0 1
2035 2 -1.2000000000000000e+00 1.7294769832112845e+01 6.3992302651816066e+00 1.0183478148965598e+01 0 0 0
427 1 2.3999999999999999e+00 1.1594029891230322e+01 3.4210511292706980e+00 3.2938828152433191e+00 0 1 1
2697 2 -1.2000000000000000e+00 1.1689847701991896e+01 7.2918930232545227e+00 3.2425269382105912e+00 0 1 1
203 1 2.3999999999999999e+00 1.2931609562741158e+01 8.2999512225838465e+00 1.0164160839143666e+01 1 0 1
273 1 2.3999999999999999e+00 1.5155725114406499e+01 4.5716782018055504e+00 4.7235011402813072e+00 0 0 1
2098 2 -1.2000000000000000e+00 1.3742535332779413e+01 9.0367008784206053e+00 9.1063486967348268e+00 0 0 1
877 1 2.3999999999999999e+00 1.6093389027697238e+01 9.1607774892288880e+00 3.5773628166192974e+00 0 1 0
79 1 2.3999999999999999e+00 1.4818281179369123e+01 8.2368056640473455e+00 8.5063353612613994e+00 1 0 0
1340 2 -1.2000000000000000e+00 1.1468982042521391e+01 3.1270232871177788e+00 6.4182769150936609e+00 0 0 0
2948 2 -1.2000000000000000e+00 1.3693614719504513e+01 7.6829790844339536e+00 4.5667633718316081e+00 0 0 0
651 1 2.3999999999999999e+00 1.5068614392731282e+01 7.4957629747794261e+00 5.5567745194102312e+00 0 0 1
1547 2 -1.2000000000000000e+00 1.6241482129925934e+01 9.3828801567309732e+00 7.9873075499494393e+00 0 0 0
2575 2 -1.2000000000000000e+00 1.5040050768951243e+01 5.7955031585349133e+00 5.6799031152310695e+00 0 1 1
2061 2 -1.2000000000000000e+00 1.4551381646113954e+01 7.7133398245069484e+00 7.0771465274649215e+00 0 1 0
760 1 2.3999999999999999e+00 1.2662798426093929e+01 4.2149322037217640e+00 6.6930421773774897e+00 0 0 0
2063 2 -1.2000000000000000e+00 1.3880776888689581e+01 4.0085410584666237e+00 5.4468097414362013e+00 -1 0 0
2892 2 -1.2000000000000000e+00 1.2834452374321527e+01 4.1145558617129980e+00 8.3242945230039034e+00 0 0 0
1794 2 -1.2000000000000000e+00 1.5906396498726531e+01 4.7795505774868126e+00 3.3398249942912348e+00 0 0 1
1062 2 -1.2000000000000000e+00 1.7560302421984083e+01 1.1029135922101961e+01 6.5175070449243169e+00 1 0 1
1386 2 -1.2000000000000000e+00 1.8046557623787375e+01 9.2909237891944247e+00 5.0337570985984126e+00 0 0 0
1296 2 -1.2000000000000000e+00 1.5803314837312900e+01 7.6902919912302341e+00 4.1822847930235367e+00 0 1 1
2971 2 -1.2000000000000000e+00 1.7689932954417252e+01 2.6628496614303026e+00 2.9434939609123512e+00 1 0 0
372 1 2.3999999999999999e+00 1.3622777997338874e+01 3.4902615146768952e+00 9.5909628111473957e+00 0 0 0
2655 2 -1.2000000000000000e+00 1.4979445150311751e+01 8.7490587605208052e+00 2.5852210639835405e+00 1 1 0
2140 2 -1.2000000000000000e+00 1.3735023610841566e+01 4.5028392084479805e+00 1.1010248381743450e+01 0 0 0
2374 2 -1.2000000000000000e+00 1.5906680326650580e+01 2.7654036850299346e+00 4.7777172032685948e+00 0 1 0
1685 2 -1.2000000000000000e+00 1.9401962761084267e+01 1.0335511903179864e+01 1.4900060399498592e+01 0 0 0
2708 2 -1.2000000000000000e+00 1.4765322088724769e+01 7.4193504165689168e+00 9.9977121076546851e+00 0 0 1
115 1 2.3999999999999999e+00 1.6181194031970819e+01 7.3000059012808300e+00 1.1011233005083227e+01 0 0 0
413 1 2.3999999999999999e+00 1.8671057387192132e+01 9.8988417461098273e+00 6.3554627685322203e+00 0 1 0
989 1 2.3999999999999999e+00 6.1871156034682189e+00 1.9148945126218937e+01 2.6990783757673475e+00 0 0 0
1686 2 -1.2000000000000000e+00 1.5321556259068966e+01 1.1667370181463474e+01 6.8254814874953800e+00 0 0 0
219 1 2.3999999999999999e+00 1.6384451227913960e+01 1.0923023581178894e+01 7.7205015114399886e+00 0 0 1
2870 2 -1.2000000000000000e+00 1.5573568190938985e+01 1.0058231497088340e+01 4.9364556608460024e+00 0 0 1
2660 2 -1.2000000000000000e+00 1.9270652104042043e+01 1.4006783134358678e+01 1.7379437335565491e+01 1 0 0
566 1 2.3999999999999999e+00 1.7620529337051511e+01 5.0262604405488212e+00 8.9039909595157241e+00 0 0 0
1926 2 -1.2000000000000000e+00 1.8324841124498896e+01 5.4074774601778817e+00 7.4770476484749819e+00 0 1 0
2920 2 -1.2000000000000000e+00 1.8999909422086052e+01 9.0576106266010115e+00 7.3947357908830949e+00 0 0 -1
923 1 2.3999999999999999e+00 1.3429458302612611e+01 7.9599794381403726e+00 2.9429779388550275e+00 0 0 1
2020 2 -1.2000000000000000e+00 1.8516079152740652e+01 3.0336217583838394e+00 6.4953894713818237e+00 -1 1 1
2230 2 -1.2000000000000000e+00 1.9019746202017600e+01 5.2470672104645359e+00 4.9803415149645263e+00 -1 1 0
611 1 2.3999999999999999e+00 1.9243437681299152e+01 5.2991896965791909e+00 3.3864420142949943e+00 0 1 0
2831 2 -1.2000000000000000e+00 1.7689770413945212e+01 8.1966677218109272e+00 1.2694732254364267e+01 -1 1 -1
2966 2 -1.2000000000000000e+00 1.6127411730752698e+01 5.2426760482550741e+00 8.1923250967355283e+00 0 0 1
2808 2 -1.2000000000000000e+00 1.9558617348697773e+01 1.1907313588477367e+01 1.9190526995851769e+01 0 0 1
2431 2 -1.2000000000000000e+00 1.6679143395819764e+01 8.9787199859320701e+00 1.0832860240215000e+01 0 0 0
2318 2 -1.2000000000000000e+00 1.8654563301618257e+01 3.7564642213116084e+00 9.5644353643896807e+00 0 0 0
600 1 2.3999999999999999e+00 1.9177993607011459e+01 4.5840718953472734e+00 6.3327574928751407e+00 0 1 0
11 1 2.3999999999999999e+00 1.9707587284569534e+01 1.9858455369296269e+01 1.9142722735224378e+01 0 1 0
